kategori;category;entity;provinsi;province;kabupaten/kota
makanan;food;Nanas Gandusari;Jawa Timur;East Java;Kabupaten Blitar
makanan;food;Wajik kletik;Jawa Timur;East Java;Kabupaten Blitar
makanan;food;Nasi krawu;Jawa Timur;East Java;Kabupaten Gresik
makanan;food;Pudak;Jawa Timur;East Java;Kabupaten Gresik
makanan;food;Sego rumo;Jawa Timur;East Java;Kabupaten Gresik
makanan;food;Otak-otak bandeng;Jawa Timur;East Java;Kabupaten Gresik
makanan;food;Bandeng sapit;Jawa Timur;East Java;Kabupaten Gresik
makanan;food;Bonggolan;Jawa Timur;East Java;Kabupaten Gresik
makanan;food;Jubung;Jawa Timur;East Java;Kabupaten Gresik
makanan;food;Ayas;Jawa Timur;East Java;Kabupaten Gresik
makanan;food;Ubus;Jawa Timur;East Java;Kabupaten Gresik
makanan;food;Martabak Usus;Jawa Timur;East Java;Kabupaten Gresik
makanan;food;Arang-arang Kambang;Jawa Timur;East Java;Kabupaten Gresik
makanan;food;Bali Welot;Jawa Timur;East Java;Kabupaten Gresik
makanan;food;Kotokan Bandeng;Jawa Timur;East Java;Kabupaten Gresik
makanan;food;Ndog Bader;Jawa Timur;East Java;Kabupaten Gresik
makanan;food;Gajih pinggir;Jawa Timur;East Java;Kabupaten Gresik
makanan;food;Bontosan Giri;Jawa Timur;East Java;Kabupaten Gresik
makanan;food;Sego menir;Jawa Timur;East Java;Kabupaten Gresik
makanan;food;Lontong manggul;Jawa Timur;East Java;Kabupaten Gresik
makanan;food;Sego karak;Jawa Timur;East Java;Kabupaten Gresik
makanan;food;Kella Celok;Jawa Timur;East Java;Kabupaten Gresik
makanan;food;Es Siwalan;Jawa Timur;East Java;Kabupaten Gresik
makanan;food;Legen panceng;Jawa Timur;East Java;Kabupaten Gresik
makanan;food;Temu lawak;Jawa Timur;East Java;Kabupaten Gresik
makanan;food;Wedang pokak;Jawa Timur;East Java;Kabupaten Gresik
makanan;food;Ayam Pedas;Jawa Timur;East Java;Kabupaten Jember
makanan;food;Bakso Kabut;Jawa Timur;East Java;Kabupaten Jember
makanan;food;Bakso Sukir;Jawa Timur;East Java;Kabupaten Jember
makanan;food;Pecel Gudeg;Jawa Timur;East Java;Kabupaten Jember
makanan;food;Pecel Pincuk Garahan;Jawa Timur;East Java;Kabupaten Jember
makanan;food;Iga Bakar Kamoelyan;Jawa Timur;East Java;Kabupaten Jember
makanan;food;Bebek Galak;Jawa Timur;East Java;Kabupaten Jember
makanan;food;Wedang Cor;Jawa Timur;East Java;Kabupaten Jember
makanan;food;Kopi Kelapa;Jawa Timur;East Java;Kabupaten Jember
makanan;food;Kopi Nongko;Jawa Timur;East Java;Kabupaten Jember
makanan;food;Kopi Arabika lereng selatan Hyang Argopuro;Jawa Timur;East Java;Kabupaten Jember
makanan;food;Suwar-suwir;Jawa Timur;East Java;Kabupaten Jember
makanan;food;Prol Tape;Jawa Timur;East Java;Kabupaten Jember
makanan;food;Pia Tape;Jawa Timur;East Java;Kabupaten Jember
makanan;food;Brownies Tape;Jawa Timur;East Java;Kabupaten Jember
makanan;food;Dodol Tape;Jawa Timur;East Java;Kabupaten Jember
makanan;food;Kedelai Edamame;Jawa Timur;East Java;Kabupaten Jember
makanan;food;Soto Kediri;Jawa Timur;East Java;Kabupaten Kediri
makanan;food;Stik Tahu;Jawa Timur;East Java;Kabupaten Kediri
makanan;food;Tahu Takwa;Jawa Timur;East Java;Kabupaten Kediri
makanan;food;Sate Bekicot;Jawa Timur;East Java;Kabupaten Kediri
makanan;food;Krengsengan Bekicot;Jawa Timur;East Java;Kabupaten Kediri
makanan;food;Nasi Goreng Arang;Jawa Timur;East Java;Kabupaten Kediri
makanan;food;Nasi Pecel Tumpang;Jawa Timur;East Java;Kabupaten Kediri
makanan;food;Ayam Bakar Doho;Jawa Timur;East Java;Kabupaten Kediri
makanan;food;Sate Kambing Sayi;Jawa Timur;East Java;Kabupaten Kediri
makanan;food;Carang Mas Mawar;Jawa Timur;East Java;Kabupaten Kediri
makanan;food;Tahu Pong;Jawa Timur;East Java;Kabupaten Kediri
makanan;food;Gudangnya Tahu Takwa;Jawa Timur;East Java;Kabupaten Kediri
makanan;food;Teh Rosela;Jawa Timur;East Java;Kabupaten Kediri
makanan;food;Es Buto Ijo;Jawa Timur;East Java;Kabupaten Kediri
makanan;food;Es Mbok Boo;Jawa Timur;East Java;Kabupaten Kediri
makanan;food;Es Krisna;Jawa Timur;East Java;Kabupaten Kediri
makanan;food;Es Campur Mega Mendung;Jawa Timur;East Java;Kabupaten Kediri
makanan;food;Soto Lamongan;Jawa Timur;East Java;Kabupaten Lamongan
makanan;food;Nasi Lalapan Bebek;Jawa Timur;East Java;Kabupaten Lamongan
makanan;food;Nasi Boranan;Jawa Timur;East Java;Kabupaten Lamongan
makanan;food;Rujak Cingur;Jawa Timur;East Java;Kabupaten Lamongan
makanan;food;Tahu lontong;Jawa Timur;East Java;Kabupaten Lamongan
makanan;food;Tahu campur lamongan;Jawa Timur;East Java;Kabupaten Lamongan
makanan;food;Es Dawet Ental;Jawa Timur;East Java;Kabupaten Lamongan
makanan;food;ES Batil;Jawa Timur;East Java;Kabupaten Lamongan
makanan;food;Kopi Djawa;Jawa Timur;East Java;Kabupaten Lamongan
makanan;food;Wingko Babat;Jawa Timur;East Java;Kabupaten Lamongan
makanan;food;Ental;Jawa Timur;East Java;Kabupaten Lamongan
makanan;food;Jumbreg;Jawa Timur;East Java;Kabupaten Lamongan
makanan;food;Tas Enceng Gondok;Jawa Timur;East Java;Kabupaten Lamongan
makanan;food;Empeng;Jawa Timur;East Java;Kabupaten Lamongan
makanan;food;Batik Sendang Dhuwur;Jawa Timur;East Java;Kabupaten Lamongan
makanan;food;Pecel Madiun;Jawa Timur;East Java;Kabupaten Madiun
makanan;food;Brem;Jawa Timur;East Java;Kabupaten Madiun
makanan;food;Bluder;Jawa Timur;East Java;Kabupaten Madiun
makanan;food;Madumongso;Jawa Timur;East Java;Kabupaten Madiun
makanan;food;Lempeng;Jawa Timur;East Java;Kabupaten Madiun
makanan;food;Kue Satu;Jawa Timur;East Java;Kabupaten Madiun
makanan;food;Emping Garut;Jawa Timur;East Java;Kabupaten Madiun
makanan;food;Sego Jotos;Jawa Timur;East Java;Kabupaten Madiun
makanan;food;Bakso Duro Kepanjen;Jawa Timur;East Java;Kabupaten Malang
makanan;food;Soto Daging Pak Amir Tunjungtirto;Jawa Timur;East Java;Kabupaten Malang
makanan;food;Bakso Malang;Jawa Timur;East Java;Kabupaten Malang
makanan;food;Bakso Bakar;Jawa Timur;East Java;Kabupaten Malang
makanan;food;Cwie mie;Jawa Timur;East Java;Kabupaten Malang
makanan;food;Rawon;Jawa Timur;East Java;Kabupaten Malang
makanan;food;Kaldu Kambing Kacang Hijau;Jawa Timur;East Java;Kabupaten Malang
makanan;food;Soto kambing Tunggulwulung;Jawa Timur;East Java;Kabupaten Malang
makanan;food;Nasi pecel;Jawa Timur;East Java;Kabupaten Malang
makanan;food;Sop dengkul;Jawa Timur;East Java;Kabupaten Malang
makanan;food;Sayur asem Buah Apel;Jawa Timur;East Java;Kabupaten Malang
makanan;food;Kare kikil;Jawa Timur;East Java;Kabupaten Malang
makanan;food;Tahu campur;Jawa Timur;East Java;Kabupaten Malang
makanan;food;Tahu Lontong Telor;Jawa Timur;East Java;Kabupaten Malang
makanan;food;Tahu Petis;Jawa Timur;East Java;Kabupaten Malang
makanan;food;Bakpau Telo;Jawa Timur;East Java;Kabupaten Malang
makanan;food;Arbanat;Jawa Timur;East Java;Kabupaten Malang
makanan;food;Mendol;Jawa Timur;East Java;Kabupaten Malang
makanan;food;Tahu sukun;Jawa Timur;East Java;Kabupaten Malang
makanan;food;Orem-orem;Jawa Timur;East Java;Kabupaten Malang
makanan;food;Angsle;Jawa Timur;East Java;Kabupaten Malang
makanan;food;Ronde;Jawa Timur;East Java;Kabupaten Malang
makanan;food;Es Gandul;Jawa Timur;East Java;Kabupaten Malang
makanan;food;Kripik buah;Jawa Timur;East Java;Kabupaten Malang
makanan;food;Kripik Tempe Sanan;Jawa Timur;East Java;Kabupaten Malang
makanan;food;Kerupuk Rambak Bangsal;Jawa Timur;East Java;Kabupaten Mojokerto
makanan;food;Onde-onde;Jawa Timur;East Java;Kabupaten Mojokerto
makanan;food;Sate Keong;Jawa Timur;East Java;Kabupaten Mojokerto
makanan;food;Sambel Wader;Jawa Timur;East Java;Kabupaten Mojokerto
makanan;food;Nasi Jagung;Jawa Timur;East Java;Kabupaten Mojokerto
makanan;food;Pentol Bakar;Jawa Timur;East Java;Kabupaten Mojokerto
makanan;food;Nasi becek;Jawa Timur;East Java;Kabupaten Nganjuk
makanan;food;Dumbleg;Jawa Timur;East Java;Kabupaten Nganjuk
makanan;food;Onde-onde Njeblos;Jawa Timur;East Java;Kabupaten Nganjuk
makanan;food;Nasi Pecel;Jawa Timur;East Java;Kabupaten Nganjuk
makanan;food;Nasi Tumpang;Jawa Timur;East Java;Kabupaten Nganjuk
makanan;food;Kerupuk Upil;Jawa Timur;East Java;Kabupaten Nganjuk
makanan;food;Tepo Mbah Umbruk;Jawa Timur;East Java;Kabupaten Nganjuk
makanan;food;Kerupuk pecel;Jawa Timur;East Java;Kabupaten Nganjuk
makanan;food;Nasi Tiwul;Jawa Timur;East Java;Kabupaten Pacitan
makanan;food;Kupat Tahu;Jawa Timur;East Java;Kabupaten Pacitan
makanan;food;Putri Gunung;Jawa Timur;East Java;Kabupaten Pacitan
makanan;food;Sayur Kalakan;Jawa Timur;East Java;Kabupaten Pacitan
makanan;food;Punten;Jawa Timur;East Java;Kabupaten Pacitan
makanan;food;Cenil;Jawa Timur;East Java;Kabupaten Pacitan
makanan;food;Tahu Tuna;Jawa Timur;East Java;Kabupaten Pacitan
makanan;food;Sate Kambing Pamekasan;Jawa Timur;East Java;Kabupaten Pamekasan
makanan;food;Sate Lalat;Jawa Timur;East Java;Kabupaten Pamekasan
makanan;food;Rujak Cingur;Jawa Timur;East Java;Kabupaten Pamekasan
makanan;food;Rawon;Jawa Timur;East Java;Kabupaten Pamekasan
makanan;food;Soto Pamekasan;Jawa Timur;East Java;Kabupaten Pamekasan
makanan;food;minuman Taal;Jawa Timur;East Java;Kabupaten Pamekasan
makanan;food;Krepek Tangguk;Jawa Timur;East Java;Kabupaten Pamekasan
makanan;food;Krepek Tette;Jawa Timur;East Java;Kabupaten Pamekasan
makanan;food;Kaldu Kokot;Jawa Timur;East Java;Kabupaten Pamekasan
makanan;food;Kupang Lontong;Jawa Timur;East Java;Kabupaten Pasuruan
makanan;food;Nasi Punel Bangil;Jawa Timur;East Java;Kabupaten Pasuruan
makanan;food;Rawon  Sate Komo;Jawa Timur;East Java;Kabupaten Pasuruan
makanan;food;Rawon Saminah;Jawa Timur;East Java;Kabupaten Pasuruan
makanan;food;Rawon Nguling;Jawa Timur;East Java;Kabupaten Pasuruan
makanan;food;Sate kerang Bangil;Jawa Timur;East Java;Kabupaten Pasuruan
makanan;food;Sate Kelinci Tretes;Jawa Timur;East Java;Kabupaten Pasuruan
makanan;food;Bipang beras;Jawa Timur;East Java;Kabupaten Pasuruan
makanan;food;Lupis Gempol;Jawa Timur;East Java;Kabupaten Pasuruan
makanan;food;Klepon Gempol;Jawa Timur;East Java;Kabupaten Pasuruan
makanan;food;Tahu Petis;Jawa Timur;East Java;Kabupaten Pasuruan
makanan;food;Durian Supeno;Jawa Timur;East Java;Kabupaten Pasuruan
makanan;food;Ting Ting Jahe;Jawa Timur;East Java;Kabupaten Pasuruan
makanan;food;Warung Kopi;Jawa Timur;East Java;Kabupaten Pasuruan
makanan;food;Kupang lontong;Jawa Timur;East Java;Kabupaten Sidoarjo
makanan;food;Sate kerang;Jawa Timur;East Java;Kabupaten Sidoarjo
makanan;food;Otak otak bandeng;Jawa Timur;East Java;Kabupaten Sidoarjo
makanan;food;Ote-Ote Khas Porong;Jawa Timur;East Java;Kabupaten Sidoarjo
makanan;food;Lontong Balap;Jawa Timur;East Java;Kabupaten Sidoarjo
makanan;food;Kerupuk udang;Jawa Timur;East Java;Kabupaten Sidoarjo
makanan;food;Bandeng asap;Jawa Timur;East Java;Kabupaten Sidoarjo
makanan;food;Bandeng presto;Jawa Timur;East Java;Kabupaten Sidoarjo
makanan;food;Petis;Jawa Timur;East Java;Kabupaten Sidoarjo
makanan;food;Karapan Sapi;Jawa Timur;East Java;Kabupaten Sumenep
makanan;food;Sate Madura;Jawa Timur;East Java;Kabupaten Sumenep
makanan;food;Soto Madura;Jawa Timur;East Java;Kabupaten Sumenep
makanan;food;Batik Madura;Jawa Timur;East Java;Kabupaten Sumenep
makanan;food;Batik Tulis Sumenep;Jawa Timur;East Java;Kabupaten Sumenep
makanan;food;Keris;Jawa Timur;East Java;Kabupaten Sumenep
makanan;food;Sentra Ukiran Sumenep Madura terdapat;Jawa Timur;East Java;Kabupaten Sumenep
makanan;food;Sentra pembuatan Perahu Madura terdapat;Jawa Timur;East Java;Kabupaten Sumenep
makanan;food;Sentra Pembuatan Topeng Madura;Jawa Timur;East Java;Kabupaten Sumenep
makanan;food;Mamaca;Jawa Timur;East Java;Kabupaten Sumenep
makanan;food;Mamapar gigi;Jawa Timur;East Java;Kabupaten Sumenep
makanan;food;Kalenengan Karaton;Jawa Timur;East Java;Kabupaten Sumenep
makanan;food;Tandha;Jawa Timur;East Java;Kabupaten Sumenep
makanan;food;Tan-pangantanan;Jawa Timur;East Java;Kabupaten Sumenep
makanan;food;Ojhung;Jawa Timur;East Java;Kabupaten Sumenep
makanan;food;Topeng dhalang;Jawa Timur;East Java;Kabupaten Sumenep
makanan;food;Lodrok;Jawa Timur;East Java;Kabupaten Sumenep
makanan;food;Sape Sono;Jawa Timur;East Java;Kabupaten Sumenep
makanan;food;Rujak Cingur Sumenep;Jawa Timur;East Java;Kabupaten Sumenep
makanan;food;Kaldu Kokot;Jawa Timur;East Java;Kabupaten Sumenep
makanan;food;Kalsot;Jawa Timur;East Java;Kabupaten Sumenep
makanan;food;Lontong Campor;Jawa Timur;East Java;Kabupaten Sumenep
makanan;food;Man reman;Jawa Timur;East Java;Kabupaten Sumenep
makanan;food;Macho;Jawa Timur;East Java;Kabupaten Sumenep
makanan;food;Pattola;Jawa Timur;East Java;Kabupaten Sumenep
makanan;food;Mento;Jawa Timur;East Java;Kabupaten Sumenep
makanan;food;Nasi Jagung Kuah Maronggi;Jawa Timur;East Java;Kabupaten Sumenep
makanan;food;Kripik Singkong;Jawa Timur;East Java;Kabupaten Sumenep
makanan;food;Jubada;Jawa Timur;East Java;Kabupaten Sumenep
makanan;food;Rengginang Lorjuk;Jawa Timur;East Java;Kabupaten Sumenep
makanan;food;Pokak Saripah;Jawa Timur;East Java;Kabupaten Sumenep
makanan;food;Semalam;Jawa Timur;East Java;Kabupaten Sumenep
makanan;food;Prosesi Pelantikan Arya Wiraraja;Jawa Timur;East Java;Kabupaten Sumenep
makanan;food;Tellasan Topak;Jawa Timur;East Java;Kabupaten Sumenep
makanan;food;Alen-Alen;Jawa Timur;East Java;Kabupaten Trenggalek
makanan;food;Kue Mancho;Jawa Timur;East Java;Kabupaten Trenggalek
makanan;food;Sale Pisang;Jawa Timur;East Java;Kabupaten Trenggalek
makanan;food;Lontong Sompil;Jawa Timur;East Java;Kabupaten Trenggalek
makanan;food;Rujak Uyup;Jawa Timur;East Java;Kabupaten Trenggalek
makanan;food;Lodho Ayam Kampung;Jawa Timur;East Java;Kabupaten Trenggalek
makanan;food;Soto Ayam;Jawa Timur;East Java;Kabupaten Trenggalek
makanan;food;Sego Gegog;Jawa Timur;East Java;Kabupaten Trenggalek
makanan;food;Pindang Sapi;Jawa Timur;East Java;Kabupaten Trenggalek
makanan;food;Kare Rajungan;Jawa Timur;East Java;Kabupaten Tuban
makanan;food;Becek Menthok;Jawa Timur;East Java;Kabupaten Tuban
makanan;food;Belut Pedas;Jawa Timur;East Java;Kabupaten Tuban
makanan;food;Sate Bebek;Jawa Timur;East Java;Kabupaten Tuban
makanan;food;Asem-asem Ndas Manyung;Jawa Timur;East Java;Kabupaten Tuban
makanan;food;Mangut Pee;Jawa Timur;East Java;Kabupaten Tuban
makanan;food;Jangan Kelor  Nasi Jagung  Petis  Ikan Pindang;Jawa Timur;East Java;Kabupaten Tuban
makanan;food;Legen;Jawa Timur;East Java;Kabupaten Tuban
makanan;food;Tuak;Jawa Timur;East Java;Kabupaten Tuban
makanan;food;Es Dawet Siwalan;Jawa Timur;East Java;Kabupaten Tuban
makanan;food;Es Degan;Jawa Timur;East Java;Kabupaten Tuban
makanan;food;Angsle;Jawa Timur;East Java;Kabupaten Tuban
makanan;food;Ampo;Jawa Timur;East Java;Kabupaten Tuban
makanan;food;Keripik Gayam;Jawa Timur;East Java;Kabupaten Tuban
makanan;food;Kecap Laron;Jawa Timur;East Java;Kabupaten Tuban
makanan;food;Keripik Ikan;Jawa Timur;East Java;Kabupaten Tuban
makanan;food;Miniatur Ongkek;Jawa Timur;East Java;Kabupaten Tuban
makanan;food;Batik Gedog;Jawa Timur;East Java;Kabupaten Tuban
makanan;food;Sate;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Gule Kambing;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Sate dan Gule Kambing;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Nasi Lodho Tulungagung;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Sredek;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Kemplang;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Emping Melinjo;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Kerupuk Gadung;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Soto Ayam Kampung Tulungagung warung soto;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Nasi pecel Tulungagung;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Sompil;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Lopis;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Cenil Yang dibuat;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Kerupuk Rambak Tulungagung;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Gethuk;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Srondeng;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Jenang Syabun;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Jenang Grendol;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Geti;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Kopi Cethe;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Punten Pecel;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Brondong Ketan;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Capar Tape;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Glondhong Juruh;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Sego Bantingan;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Gembrot;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Gathot;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Klethek;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Wahono;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Brigjen Pol;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Sri Bintang Pamungkas;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Alfa Isnaeni;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Ali Masykur Musa;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Suroso Mbahwilistz;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Sri Somantri;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Yogi Sugito;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Inten Suweno;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Triyogi Yuwono;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Pangeran Adipati Soejono;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;KI Dalang Moerdi Kondo Moerdiyat;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Yongki Ariwibowo;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Ardian Syaf;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Pelita Indah;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Harapan Jaya AC Tarif Biasa;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Harapan Jaya PATAS Biasa;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Harapan Jaya PATAS via TOL;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Harapan Jaya Bus Malam;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Damri Perintis;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Gunung Harta;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Restu Mulya;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Antar Lintas Sumatera;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Bagong;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Setiawan;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;MTrans;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Harapan Baru;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Gajayana;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Malabar;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Malioboro;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Singasari;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Majapahit;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Matarmaja;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Brantas;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Kahuripan;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Rapih Dhoho;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Dhoho Penataran;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;KOMPAS;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Pendaki Gunung Tulungagung;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Tulungagung Graffiti Crew;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Vanshead Tulungagung;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Tulungagung Skate Population;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;BMX tulungagung;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Tulungagung Anime Community;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Tulungagung Daisuki;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Love Live Tulungagung;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Tulungagung Muda;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Svkatani Crew;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Peon Community;Jawa Timur;East Java;Kabupaten Tulungagung
makanan;food;Pos Ketan Legenda;Jawa Timur;East Java;Kota Batu
makanan;food;Sate Kelinci;Jawa Timur;East Java;Kota Batu
makanan;food;Soto;Jawa Timur;East Java;Kota Batu
makanan;food;Bakso Batu;Jawa Timur;East Java;Kota Batu
makanan;food;Sego Bancakan;Jawa Timur;East Java;Kota Batu
makanan;food;Lalap Ikan Wader;Jawa Timur;East Java;Kota Batu
makanan;food;Ketan Manis;Jawa Timur;East Java;Kota Batu
makanan;food;Tape Ketan Hitam;Jawa Timur;East Java;Kota Batu
makanan;food;Tahu Kentaki Dhigadho;Jawa Timur;East Java;Kota Batu
makanan;food;Es Krim Milco;Jawa Timur;East Java;Kota Batu
makanan;food;Angsle;Jawa Timur;East Java;Kota Batu
makanan;food;Susu KUD Kota Batu;Jawa Timur;East Java;Kota Batu
makanan;food;Berbagai produk apel;Jawa Timur;East Java;Kota Batu
makanan;food;Berbagai keripik;Jawa Timur;East Java;Kota Batu
makanan;food;Berbagai sari buah;Jawa Timur;East Java;Kota Batu
makanan;food;Wisata Kuliner Soto Kediri Bok Ijo;Jawa Timur;East Java;Kota Kediri
makanan;food;Gethuk Gedang;Jawa Timur;East Java;Kota Kediri
makanan;food;Kuliner Pecel;Jawa Timur;East Java;Kota Kediri
makanan;food;Kuliner Jagung Bakar;Jawa Timur;East Java;Kota Kediri
makanan;food;Soto Kediri;Jawa Timur;East Java;Kota Kediri
makanan;food;Soto Tamanan;Jawa Timur;East Java;Kota Kediri
makanan;food;Sate Bekicot;Jawa Timur;East Java;Kota Kediri
makanan;food;Stik Tahu;Jawa Timur;East Java;Kota Kediri
makanan;food;Tahu Takwa;Jawa Timur;East Java;Kota Kediri
makanan;food;Krengsengan Bekicot;Jawa Timur;East Java;Kota Kediri
makanan;food;Nasi Goreng Arang;Jawa Timur;East Java;Kota Kediri
makanan;food;Nasi Pecel Tumpang;Jawa Timur;East Java;Kota Kediri
makanan;food;Sate Emprit;Jawa Timur;East Java;Kota Kediri
makanan;food;Carang Mas Mawar;Jawa Timur;East Java;Kota Kediri
makanan;food;Tahu Pong;Jawa Timur;East Java;Kota Kediri
makanan;food;Klepon;Jawa Timur;East Java;Kota Kediri
makanan;food;Cenil;Jawa Timur;East Java;Kota Kediri
makanan;food;Lopis;Jawa Timur;East Java;Kota Kediri
makanan;food;Gethuk Pisang;Jawa Timur;East Java;Kota Kediri
makanan;food;Kerupuk Upil;Jawa Timur;East Java;Kota Kediri
makanan;food;Emping Tahu;Jawa Timur;East Java;Kota Kediri
makanan;food;Tahu Kuning;Jawa Timur;East Java;Kota Kediri
makanan;food;Kripik Bekicot;Jawa Timur;East Java;Kota Kediri
makanan;food;Pecel Madiun;Jawa Timur;East Java;Kota Madiun
makanan;food;Nasi jotos;Jawa Timur;East Java;Kota Madiun
makanan;food;Pentol corah;Jawa Timur;East Java;Kota Madiun
makanan;food;Sempolan;Jawa Timur;East Java;Kota Madiun
makanan;food;Cemoe;Jawa Timur;East Java;Kota Madiun
makanan;food;Jancuan;Jawa Timur;East Java;Kota Madiun
makanan;food;Brem cair;Jawa Timur;East Java;Kota Madiun
makanan;food;Brem;Jawa Timur;East Java;Kota Madiun
makanan;food;Madu Mongso;Jawa Timur;East Java;Kota Madiun
makanan;food;Kue satu;Jawa Timur;East Java;Kota Madiun
makanan;food;Lempeng puli;Jawa Timur;East Java;Kota Madiun
makanan;food;Sambel pecel;Jawa Timur;East Java;Kota Madiun
makanan;food;Bluder;Jawa Timur;East Java;Kota Madiun
makanan;food;Soto Krasakan;Jawa Timur;East Java;Kota Probolinggo
makanan;food;Nasi Glepungan;Jawa Timur;East Java;Kota Probolinggo
makanan;food;Lontong Balap;Jawa Timur;East Java;Kota Surabaya
makanan;food;Tahu Tek;Jawa Timur;East Java;Kota Surabaya
makanan;food;Krengsengan;Jawa Timur;East Java;Kota Surabaya
makanan;food;Tempe Penyet;Jawa Timur;East Java;Kota Surabaya
makanan;food;Lontong Mie;Jawa Timur;East Java;Kota Surabaya
makanan;food;Kupang Lontong;Jawa Timur;East Java;Kota Surabaya
makanan;food;Rawon;Jawa Timur;East Java;Kota Surabaya
makanan;food;Tahu Campur;Jawa Timur;East Java;Kota Surabaya
makanan;food;Sop Kikil;Jawa Timur;East Java;Kota Surabaya
makanan;food;Sup buntut;Jawa Timur;East Java;Kota Surabaya
makanan;food;Kari Kambing;Jawa Timur;East Java;Kota Surabaya
